name,url,description
Ninetales,https://pokeapi.Co/api/v2/pokemon-species/38/,"Its nine beautiful tails are filled with a wondrous energy that could keep it alive for 1,000 years. According to an enduring legend, nine noble saints were united and reincarnated as this pokémon. Its nine tails are said to be imbued with a mystic power. It can live for a thousand years. Some legends claim that each of its nine tails has its own unique type of special mystical power. Said to live for a thousand years, this pokémon uses its supernatural abilities to manipulate fire. It can burn its prey to a crisp as it pleases. Ninetales casts a sinister light from its bright red eyes to gain total control over its foe’s mind. This pokémon is said to live for a thousand years. It is said to live 1,000 years, and each of its tails is loaded with supernatural powers. Some legends claim that each of its nine tails has its own unique type of special mystical power. Very smart and very vengeful. Grabbing one of its many tails could result in a 1,000-year curse. It has nine long tails and fur that  gleams gold. It is said to live for  1,000 years. Very smart and very vengeful. Grabbing one of its many tails could result in a 1,000-year curse. Each of its nine tails is imbued with supernatural power, and it can live for a thousand years. The flickering flames it spews from its mouth leave its opponents hypnotized. Then, this extremely intelligent pokémon attacks. It is said to live a thousand years, and each of its tails is loaded with supernatural powers. Legend has it that ninetales came into being when nine wizards possessing sacred powers merged into one. This pokémon is highly intelligent it can understand human speech. Very smart and very vengeful. Grabbing one of its many tails could result in a 1,000-year curse. According to an enduring legend, 9 noble saints were united and reincarnated as this pokémon. It has long been said that each of the nine tails embody an enchanted power. A long-lived ninetales will have fur that shines like gold. Legend has it that ninetales came into being when nine wizards possessing sacred powers merged into one. This pokémon is highly intelligent—it can understand human speech. Legend has it that this mystical pokémon was formed when nine saints coalesced into one. It has nine long tails and fur that gleams gold. It is said to live for 1,000 years. The coat of gleaming golden fur is quite magnificent. This species is said to store sacred power in its nine long tails and to live for a millennium. It is vindictive and relentless by nature. Those who cross it even once will be cursed for a thousand years, along with their descendants. Very smart and very vengeful. Grabbing one of its many tails could result in a 1000-year curse. Ninetales casts a sinister light from its bright red eyes to gain total control over its foe’s mind. This pokémon is said to live for a thousand years. Its nine beautiful tails are filled with a wondrous energy that could keep it alive for 1,000 years."
Jigglypuff,https://pokeapi.Co/api/v2/pokemon-species/39/,"Uses its alluring eyes to enrapture its foe. It then sings a pleasing melody that lulls the foe to sleep. Looking into its cute, round eyes causes it to sing a relaxing melody, inducing its enemies to sleep. If it inflates to sing a lullaby, it can perform longer and cause sure drowsiness in its audience. When its huge eyes waver, it sings a mysteriously soothing melody that lulls its enemies to sleep. It hugely inflates its stomach and sings a mysterious melody. If you hear this melody, you’ll become sleepy right away. Jigglypuff possess a vocal range that exceeds 12 octaves, but each individual’s singing skill depends on its own effort. Jigglypuff’s vocal chords can freely adjust the wavelength of its voice. This pokémon uses this ability to sing at precisely the right wavelength to make its foes most drowsy. When this pokémon sings, it never pauses to breathe. If it is in a battle against an opponent that does not easily fall asleep, jigglypuff cannot breathe, endangering its life. Jigglypuff’s vocal cords can freely adjust the wavelength of its voice. This pokémon uses this ability to sing at precisely the right wavelength to make its foes most drowsy. It captivates foes with its huge, round eyes, then lulls them to sleep by singing a soothing melody. Recordings of jigglypuff’s strange lullabies can be purchased from department stores. These cds can be found near the bedding area. If it inflates to sing a lullaby, it can perform longer and cause sure drowsiness in its audience. By freely changing the wavelength of its voice, jigglypuff sings a mysterious melody sure to make any listener sleepy. The songs they sing are totally different depending on the region they live in. Some even sound like they’re shouting! Uses its cute round eyes to enrapture its foe. It then sings a pleasing melody that lulls the foe to sleep. Jigglypuff has top-notch lung capacity, even by comparison to other pokémon. It won’t stop singing its lullabies until its foes fall asleep. When this pokémon sings, it never pauses to breathe. If it is in a battle against an opponent that does not easily fall asleep, jigglypuff cannot breathe, endangering its life. It captivates foes with its huge, round eyes, then lulls them to sleep by singing a soothing melody. When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy. Looking into its cute, round eyes makes it start singing a song so pleasant listeners can’t help but fall asleep. When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep. Nothing can avoid falling asleep hearing a jigglypuff’s song. The sound waves of its singing voice match the brain waves of someone in a deep sleep. Looking into its cute, round eyes causes it to sing a relaxing melody, inducing its enemies to sleep. If it inflates to sing a lullaby, it can perform longer and cause sure drowsiness in its audience. It rolls its cute eyes as it sings a soothing lullaby. Its gentle song puts anyone who hears it to sleep."
Wigglytuff,https://pokeapi.Co/api/v2/pokemon-species/40/,"As it inhales, it expands...And expands...And expands. Wigglytuff compete to see which one can inflate itself the most. Its body is full of elasticity. By inhaling deeply, it can continue to inflate itself without limit. The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size. Its fur is extremely fine, dense, and supple. The exquisitely pleasant fur conveys an image of luxury. Thanks to its bouncy body and fine fur, this pokémon is sought after. Holding one in your arms while you sleep feels great. The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size. It sheds its fine fur when the seasons change. The fur is gathered and spun into a luxurious yarn. Their fur feels so good that if two of them snuggle together, they won’t want to be separated. It’s proud of its fur, which is fine and delicate. In particular, the curl on its forehead has a texture that’s perfectly heavenly. When it gets angry, it inhales with all its might, and its body gradually inflates. Sometimes they can grow 20 times larger!', 'Their fur feels so good that if two of them snuggle together, they won't want to be separated.', 'it has a very fine fur. Take care not to make it angry, or it may inflate steadily and hit with a body slam. Wigglytuff’s body is very flexible. By inhaling deeply, this pokémon can inflate itself seemingly without end. Once inflated, wigglytuff bounces along lightly like a balloon. The more air it takes in, the more it inflates. If opponents catch it in a bad mood, it will inflate itself to an enormous size to intimidate them. Their fur feels so good that if two of them snuggle together, they won’t want to be separated. Its fine fur feels so pleasant, those who accidentally touch it cannot take their hands away. Its body is very elastic. By inhaling deeply, it can continue to inflate itself without limit. It has a very fine fur. Take care not to make it angry, or it may inflate steadily and hit with a body slam. The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size.', 'The rich, fluffy fur that covers its body feels so good that anyone who feels it can't stop touching it.', 'its fine fur feels sublime to the touch. It can expand its body by inhaling air. Wigglytuff’s body is very flexible. By inhaling deeply, this pokémon can inflate itself seemingly without end. Once inflated, wigglytuff bounces along lightly like a balloon. Wigglytuff has large, saucerlike eyes. The surfaces of its eyes are always covered with a thin layer of tears. If any dust gets in this pokémon’s eyes, it is quickly washed away. Wigglytuff has large, saucerlike eyes. The surfaces of its eyes are always covered with a thin layer of tears. If any dust gets in this pokémon’s eyes, it is quickly washed away. Its fur is the ultimate in luxuriousness. Sleeping alongside a wigglytuff is simply divine. Its body expands seemingly without end when it inhales."
Zubat,https://pokeapi.Co/api/v2/pokemon-species/41/,"Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned. Zubat live in caves, down where the sun’s light won’t reach. In the morning, they gather together to keep each other warm as they sleep. While flying, it constantly emits ultrasonic waves from its mouth to check its surroundings. Their skin is so thin that they’ll be burned if sunlight hits them. When it gets cold out, they gather together to warm one another’s bodies. Emits ultrasonic cries while it flies. They act as a sonar used to check for objects in its way. Zubat avoids sunlight because exposure causes it to become unhealthy. During the daytime, it stays in caves or under the eaves of old houses, sleeping while hanging upside down. Zubat avoids sunlight because exposure causes it to become unhealthy. During the daytime, it stays in caves or under the eaves of old houses, sleeping while hanging upside down. Capable of flying safely in dark places, it emits ultrasonic cries to check for any obstacles. It emits ultrasonic waves from its mouth to check its surroundings. Even in tight caves, zubat flies around with skill. Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth. It has no eyes. Instead, it relies on its ultrasonic cries for echo location to flit about in darkness. It does not need eyes, because it emits ultrasonic waves to check its surroundings while it flies. It has no eyes. Instead, it relies on its ultrasonic cries for echolocation to flit about in darkness. Emits ultrasonic cries while it flies. They act as a sonar used to check for ob\xad jects in its way. Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth. When exposed to sunlight, they suffer burns. The frequency of their ultrasonic waves can differ slightly from colony to colony. While living in pitch-black caverns, their eyes gradually grew shut and deprived them of vision. They use ultrasonic waves to detect obstacles. During the day, it gathers with others and hangs from the ceilings of old buildings and caves. Makes its home in gloomy caves. Atrophied eyes have left this pokémon blind, so it scans its surroundings via sound waves that it emits from its mouth as it flies. Disliking sunlight, it sleeps deep in forests and caves until sundown. Capable of flying safely in dark places, it emits ultrasonic cries to check for any obstacles. It checks its surroundings and location using reflections of the ultrasonic waves from its mouth. It has no eyeballs, so it can’t see. It checks its surroundings via the ultrasonic waves it emits from its mouth. It forms colonies in perpetually dark  places and uses ultrasonic waves to   identify and approach targets. It sleeps in caves during the day. It has no eyes, so to check its surroundings while flying, it emits ultrasonic waves. Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned. Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets. While flying, it constantly emits ultrasonic waves from its mouth to check its sur\xad roundings."
Golbat,https://pokeapi.Co/api/v2/pokemon-species/42/,"It attacks in a stealthy manner, without warning. Its sharp fangs are used to bite and suck blood. When it plunges its fangs into its prey, it instantly draws and gulps down more than ten ounces of blood. Golbat bites down on prey with its four fangs and drinks the victim’s blood. It becomes active on inky dark moonless nights, flying around to attack people and pokémon. It loves the blood of humans and pokémon. It flies around at night in search of neck veins. Once it starts sucking blood, it does not stop until it is full. It flies at night in search of prey. Every once in a while, you’ll see a golbat that’s missing some fangs. This happens when hunger drives it to try biting a steel-type pokémon. It sinks its sharp fangs into other creatures and slurps up their blood. A closer look at the fangs reveals that they are hollow and akin to straws. However hard its victim’s hide may be, it punctures with sharp fangs and gorges itself with blood. Golbat bites down on prey with its four fangs and drinks the victim’s blood. It becomes active on inky dark moonless nights, flying around to attack people and pokémon. Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly. It can drink more than 10 ounces of blood at once. If it has too much, it gets heavy and flies clumsily. Once it bites, it will not stop draining energy from the victim even if it gets too heavy to fly. It can drink more than 10 ounces of blood at once. If it has too much, it gets heavy and flies clumsily. Its thick fangs are hollow like straws, making them unexpectedly fragile. These fangs are specialized for sucking blood.', 'However hard its victim's hide may be, it punctures with sharp fangs and gorges itself with blood.', 'golbat loves to drink the blood of living things. It is particularly active in the pitch black of night. This pokémon flits around in the night skies, seeking fresh blood. It attacks in a stealthy manner, without warning. Its sharp fangs are used to bite and to suck blood. Its feet are tiny, but this pokémon walks skillfully. It sneaks up on sleeping prey before sinking in its fangs and slurping up blood. It loves to drink other creatures’ blood. It’s said that if it finds others of its kind going hungry, it sometimes shares the blood it’s gathered. Once it bites, it will not stop draining energy from the victim even if it gets too heavy to fly. Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood. Its fangs easily puncture even thick animal hide. It loves to feast on the blood of people and pokémon. It flits about in darkness and strikes from behind. Flitting around in the dead of night, it sinks its fangs into its prey and drains a nearly fatal amount of blood. Once it starts sucking blood, it does not stop until it is full. It flies at night in search of prey. They can suck down over 10 ounces of blood in one go. They have been known to drink so much blood that they can no longer fly. Golbat loves to drink the blood of living things. It is particularly active in the pitch black of night. This pokémon flits around in the night skies, seeking fresh blood. It clamps down on its prey with needlesharp fangs and drains over 10 ounces of blood in one gulp. Sometimes they drink so much blood, they can’t fly anymore. Then they fall to the ground and become food for other pokémon."
Oddish,https://pokeapi.Co/api/v2/pokemon-species/43/,"If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds. If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds. This pokémon grows by absorbing moonlight. During the daytime, it buries itself in the ground, leaving only its leaves exposed to avoid detection by its enemies. During the day, it stays in the cold underground to avoid the sun. It grows by bath\xad ing in moonlight. Its scientific name is “oddium wanderus.” at night, it is said to walk nearly 1,000 feet on its two roots. It may be mistaken for a clump of weeds. If you try to yank it out of the ground, it shrieks horribly. It often plants its root feet in the ground during the day and sows seeds as it walks about at night. Oddish searches for fertile, nutrientrich soil, then plants itself. During the daytime, while it is planted, this pokémon’s feet are thought to change shape and become similar to the roots of trees. Awakened by moonlight, it roams actively at night. In the day, it stays quietly underground. During the day, it stays in the cold underground to avoid the sun. It grows by bathing in moonlight. During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds. If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds. During the daytime, oddish buries itself in soil to absorb nutrients from the ground using its entire body. The more fertile the soil, the glossier its leaves become. During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds. Its scientific name is “oddium wanderus.” at night, it is said to walk nearly 1,000 feet on its two roots. During the daytime, oddish buries itself in soil to absorb nutrients from  the ground using its entire body. The more fertile the soil, the glossier its leaves become. It may be mistaken for a clump of weeds. If you try to yank it out of the ground, it shrieks horribly. Awakened by moon\xad light, it roams  actively at night. In the day, it stays quietly underground. Oddish searches for fertile, nutrient-rich soil, then plants itself. During the daytime, while it is planted, this pokémon’s feet are thought to change shape and become similar to the roots of trees."
Gloom,https://pokeapi.Co/api/v2/pokemon-species/44/,"Its pistils exude an incredibly foul odor. The horrid stench can cause fainting at a distance of 1.25 miles. Its pistils exude an incredibly foul odor. The horrid stench can cause fainting at a distance of 1.25 miles. The smell from its drool-like syrup and the pollen on its petals is so bad, it may make opponents faint. The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away. Smells incredibly foul! However, around one out of a thousand people enjoy sniffing its nose-bending stink. Gloom releases a foul fragrance from the pistil of its flower. When faced with danger, the stench worsens. If this pokémon is feeling calm and secure, it does not release its usual stinky aroma. Smells incredibly foul! However, around 1 out of 1,000 people enjoy sniffing its nosebending stink. A horribly noxious honey drools from its mouth. One whiff of the honey can result in memory loss. Some fans are said to enjoy this overwhelming stink, however.', 'The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey.', 'what appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched. It secretes a sticky, drool-like honey. Although sweet, it smells too repulsive to get very close. What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched. The fluid that oozes from its mouth isn’t drool. It is a nectar that is used to attract prey. It secretes a sticky, drool-like honey. Although sweet, it smells too repulsive to get very close. The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away. From its mouth gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then  drools even more of its honey. What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched. From its mouth gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey. Smells incredibly foul! However, around one out of a thousand people enjoy sniffing its nose-bending stink. Gloom releases a foul fragrance from the pistil of its flower. When faced with danger, the stench worsens. If this pokémon is feeling calm and secure, it does not release its usual stinky aroma."
Vileplume,https://pokeapi.Co/api/v2/pokemon-species/45/,"By shaking its big petals, it scat\xad ters toxic pollen into the air, turning the air yellow. In seasons when it produces more pollen, the air around a vileplume turns yellow with the powder as it walks. The pollen is highly toxic and causes paralysis. Flaps its broad flower petals to scatter its poisonous pollen. The flapping sound is very loud. Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen. The bud bursts into bloom with a bang. It then starts scattering allergenic, poisonous pollen. The bud bursts into bloom with a bang. It then starts scattering allergenic, poi\xad sonous pollen. The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up. Its petals are the largest in the world. It fiendishly scatters allergy-causing pollen from its petals. The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up. Flaps its broad flower petals to scatter its poisonous pollen. The flapping sound is very loud. Vileplume’s toxic pollen triggers atrocious allergy attacks. That’s why it is advisable never to approach any attractive flowers in a jungle, however pretty they may be. It has the world’s largest petals. With every step, the petals shake out heavy clouds of toxic pollen. Vileplume has the world’s largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized, this pokémon catches and devours them. Vileplume has the world’s largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized, this pokémon catches and devours them.', 'It has the world's largest petals. With every step, the petals shake out heavy clouds of toxic pollen.', 'vileplume’s toxic pollen triggers atrocious allergy attacks. That’s why it is advisable never to approach any attractive flowers in a jungle, however pretty they may be. It has the world’s largest petals. With every step, the petals shake out heavy clouds of toxic pollen. The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."
Paras,https://pokeapi.Co/api/v2/pokemon-species/46/,"It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back. It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back. Growing out of the bug’s back are mushrooms called tochukaso. The mushrooms grow with the bug host. As its body grows large, oriental mushrooms named tochukaso start sprouting out of its back. Mushrooms named tochukaso grow on its back. They grow along with the host paras. Whether it’s due to a lack of moisture or a lack of nutrients, in alola the mushrooms on paras don’t grow up quite right. A paras has parasitic tochukaso mushrooms growing on its back. They grow by drawing nutrients from the host. They are valued as a medicine for long life. Sometimes seen at the foot of trees in humid forests. The mushrooms on its back—called tochukaso—are not present on infant specimens and instead emerge as paras matures. Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this bug pokémon host. They are highly valued as a medicine for extending life. Burrows to suck tree roots. The mushrooms on its back grow by draw\xad ing nutrients from the bug host. Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition. Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition. Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this bug pokémon host. They are highly valued as a medicine for extending life. Mushrooms called tochukaso sprout from its back. They can be dried and powdered to make a medicine used to extend life.', 'The tochukaso growing on this pokémon's back orders it to extract juice from tree trunks.', 'no matter how much it eats, the mushrooms growing on its back steal away most of the nutrients it consumes. As its body grows, large mushrooms named tochukaso start sprouting out of its back. Burrows to suck tree roots. The mushrooms on its back grow by drawing nutrients from the bug host. Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition. The mushrooms, known as tochukaso, are controlling the bug. Even if the bug bugs the mushrooms, they tell it to bug off. Mushrooms named tochukaso grow on its back. They grow along with the host paras. Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from the bug pokémon host. They are highly valued as a medicine for extending life. Growing out of the bug’s back are mushrooms called tochukaso. The mushrooms grow with the bug host."
Parasect,https://pokeapi.Co/api/v2/pokemon-species/47/,"It stays mostly in dark, damp places, the preference not of the bug, but of the big mushroom on its back.', 'When nothing's left to extract from the bug, the mushrooms on its back leave spores on the bug's egg.', 'parasect are known to infest the roots of large trees en masse and drain nutrients. When an infested tree dies, they move onto another tree all at once. Its poisonous spores are also used in traditional medicine. Apparently, spores produced in alola are not of very good quality. A mushroom grown larger than the host’s body controls parasect. It scatters poisonous spores. It scatters toxic spores from the mushroom cap. In china, the spores are used as herbal medicine. A mushroom grown larger than the host’s body controls parasect. It scatters poisonous spores. Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once. A mushroom grown larger than the host’s body controls parasect. It scatters poisonous spores. It stays mostly in dark, damp places, the preference not of the bug, but of the big mush\xad rooms on its back.', 'Mushroom-lacking specimens of this pokémon lie unmoving in the forest, lending credence to the hypothesis that the large mushroom is in control of parasect's actions.', 'it is controlled by a mushroom grown larger than the bug body. It is said to prefer damp places. The bug host is drained of energy by the mushrooms on its back. They appear to do all the thinking. The larger the mushroom on its back grows, the stronger the mushroom spores it scatters. Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once. It scatters toxic spores from its mushroom cap. Once harvested, these spores can be steeped and boiled down to prepare herbal medicines. The bug host is drained of energy by the mushroom on its back. The mushroom appears to do all the thinking. The large mushroom on its back controls it. It often fights over territory with shiinotic. A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places. The larger the mushroom on its back grows, the stronger the mush\xad room spores it scatters. The bug is mostly dead, with the mushroom on its back having become the main body. If the mushroom comes off, the bug stops moving. A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.  The larger the mushroom on its back grows, the stronger the mushroom spores it scatters. Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once."
Venonat,https://pokeapi.Co/api/v2/pokemon-species/48/,"Its eyes act as radar, enabling it to be active in darkness. The eyes can also shoot powerful beams. Its eyes also function as radar units. It catches and eats small bugs that hide in darkness. Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey. Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light. Poison oozes from all over its body. It catches and eats small bugs at night that are at\xad tracted by light. The small bugs it eats appear only at night, so it sleeps in a hole in a tree until night falls. Poison oozes from all over its body. It catches and eats small bugs at night that are attracted by light. Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light. Lives in the shadows of tall trees where it eats bugs. It is attracted by light at night. Lives in the shadows of tall trees where it eats bugs. It is attracted by light at night. Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey. Lives in the shadows of tall trees where it eats insects. It is attracted by light at night. Its eyes also function as radar units. It catches and eats small bugs that hide in darkness. Its large eyes act as radar. In a bright place, you can see that they are clusters of many tiny eyes. Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even miniscule prey. Its large eyes act as radars. In a bright place, you can see that they are clusters of many tiny eyes. Its coat of thin, stiff hair that covers its entire body is said to have evolved for protection. Its large eyes never fail to spot even miniscule prey."
Venomoth,https://pokeapi.Co/api/v2/pokemon-species/49/,"When it attacks, it flaps its large wings violently to scatter its poi\xad sonous powder all around. Venomoth are nocturnal--they only are active at night. Their favorite prey are insects that gather around streetlights, attracted by the light in the darkness. The wings are covered with dustlike scales. Every time it flaps its wings, it looses highly toxic dust. The scales it scatters will paralyze anyone who touches them, making that person unable to stand. It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin. The powder on its wings is poisonous if it is dark in color. If it is light, it causes paralysis. Venomoth is nocturnal it is a pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness. The powdery scales on its wings are hard to remove from skin. They also contain poison that leaks out on contact. The dustlike scales covering its wings are color-coded to indicate the kinds of poison it has. The dust-like scales covering its wings are color coded to indicate the kinds of poison it has. The scales it scatters will paralyze anyone who touches them, making that person unable to stand. Venomoth is nocturnal—it is a pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness. The powdery scales on its wings are hard to remove. They also contain poison that leaks out on contact. When it attacks, it flaps its large wings violently to scatter its poisonous powder all around. The powder on its wings is poisonous if it is dark in hue. If it is light in hue, it causes paralysis. The wings are covered with dustlike scales. Every time it flaps its wings, it looses highly toxic dust."
Diglett,https://pokeapi.Co/api/v2/pokemon-species/50/,"Diglett are raised in most farms. The reason is simple--wherever they burrow, the soil is left perfectly tilled for growing delicious crops. It burrows through the ground at a shallow depth. It leaves raised earth in its wake, making it easy to spot.', 'It digs under\xad ground and chews on tree roots, sticking its head out only when the sun isn't bright.', 'its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak. If a diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops. Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground. Many farmers cherish and nurture diglett because its droppings enrich the soil it lives in. If a diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops. Lives about one yard underground where it feeds on plant roots. It sometimes appears aboveground. It burrows through the ground at a shallow depth. It leaves raised earth in its wake, making it easy to spot. It prefers dark places. It spends most of its time underground, though it may pop up in caves. If a diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops. Around their crops, farmers plant the kind of tree that diglett like to eat as a way of getting diglett to plow the fields for them. A pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight. Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak. It prefers dark places. It spends most of its time underground, though it may pop up in caves. Diglett are raised in most farms. The reason is simple wherever this pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables. Diglett are raised in most farms. The reason is simple— wherever this pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables. Lives about one yard underground where it feeds on plant roots. It sometimes appears aboveground. It chews on plant roots underground. Farmers whose vegetables are vulnerable find it can be quite a pest. It travels through tunnels that it digs underground. It hates sunlight, so it comes out only after the sun goes down. Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak."
Dugtrio,https://pokeapi.Co/api/v2/pokemon-species/51/,"Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow. In battle, it digs through the ground and strikes the unsuspecting foe from an unexpected direction. This set of triplets moves cooperatively. It’s the power of teamwork that enables this pokémon to dig to a depth of 60 miles. Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow. Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly. Extremely powerful, they can dig through even the hardest ground to a depth of over 60 miles. Extremely power\xad ful, they can dig through even the hardest ground to a depth of over 60 miles. Extremely powerful, they can dig through even the hardest ground to a depth of over 60 miles. Despite the closeness between this pokémon and farmers and other people, no one has ever seen the parts of it concealed underground. A team of diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground. Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly. A team of diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.', 'These diglett triplets dig over 60 miles below sea level. No one knows what it's like underground.', 'dugtrio’s heads are sleek and smooth and incredibly hard. It can dig through any soil with its headbutts. These diglett triplets dig over 60 miles below sea level. No one knows what it’s like underground. Its three heads move alternately, driving it through tough soil to depths of over 60 miles. A team of triplets that can burrow to a depth of 60 miles. It’s reported that this triggers an earthquake.', 'A team of triplets that can burrow over 60 mph. Due to this, some people think it's an earthquake.', 'while the three of them normally get along splendidly, on rare occasions a huge fight will break out over which head gets to eat first. A team of diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground. Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly. Because the triplets originally split from one body, they think exactly alike. They work cooperatively to burrow endlessly through the ground. In battle, it digs through the ground and strikes the unsuspecting foe from an unexpected direction."
